creator_id,total_posts,mean_p_promotional,frac_pred_promotional,median_like_rate,mean_like_rate,median_words
03c83c40b4,2,0.5521597991514678,0.5,0.03607011070110701,0.03607011070110701,179.0
03d0ae3ef2,1,0.15883080919074474,0.0,0.006888633754305396,0.006888633754305396,67.0
03d4122d44,1,0.03689896552736101,0.0,0.047872340425531915,0.047872340425531915,26.0
03d5cb7875,1,0.9536621565279519,1.0,0.08109619686800895,0.08109619686800895,120.0
03e22aa9d3,1,0.5324109518245569,1.0,0.12195121951219512,0.12195121951219512,258.0
03fc245562,1,0.24358670992913278,0.0,0.17754010695187167,0.17754010695187167,55.0
03fccc173e,1,0.06204015724938089,0.0,0.015594541910331383,0.015594541910331383,355.0
03fe501029,2,0.22479267139237047,0.0,0.033198845094000694,0.033198845094000694,279.5
0419407c40,7,0.2401791545318845,0.0,0.06411837237977805,0.05916754417212897,212.0
042394dfd1,25,0.7017655653530602,0.8,0.022773393461104848,0.02413994733287099,214.0
04273b80dd,2,0.9078867275720608,1.0,0.008810989672362038,0.008810989672362038,115.0
042d720dec,11,0.24084420957914643,0.0,0.08026929052304506,0.08159466427624971,51.0
042dbf2162,1,0.9225676418732992,1.0,0.04164265129682997,0.04164265129682997,166.0
0433daee2a,17,0.4151690746636251,0.29411764705882354,0.034934497816593885,0.048077651350879436,187.0
0444a6376f,2,0.10870635398449591,0.0,0.01540017413835921,0.01540017413835921,118.5
04463f69d5,25,0.5248711341766565,0.56,0.09712230215827339,0.11708967194796323,270.0
044653090b,1,0.30669271554421046,0.0,0.0718954248366013,0.0718954248366013,148.0
045ab16dfd,6,0.8464981570569527,1.0,0.0020556289736499917,0.0028207161618044817,321.5
045b3ff599,3,0.4329262667220457,0.3333333333333333,0.03215926493108729,0.034248602514317474,193.0
